"uid","name","fundCodes","workDay","return","optimal","optimalName"
"30722036","童宇","001707",51,8.67,"001707","诺安高端制造股票"
"30653676","陶尹斌","000931,004318,004319,006919,006980,007010,007011,007215,007419,008289,008503,008902,009587",731,8.72,"000931","国寿安保尊益信用纯债债券"
"30293314","谈云飞","005131,005132,007226,007227,010568,010569,519007,519023,519024,519220,519228,519229,519505,519506",2397,51.14,"519228","海富通欣享灵活配置混合C"
"30653568","陶意非","519601,519602",752,70.2,"519602","海富通大中华混合(QDII)"
"30676552","唐颐恒","011307,100020",578,166.12,"100020","富国天益价值混合A"
"30670731","田彧龙","008734,010094,519773",648,169.47,"519773","交银数据产业灵活配置混合"
"30634032","田元强","000379,003024,003034,004630,006412,006717,006934,006935,007017,007018,007019,009306,010208,511700",817,6.86,"007017","平安如意中短债A"
"30699845","田元泉","009147",248,83.49,"009147","建信新能源行业股票"
"30072644","提云涛","001402,002030,003379,003380,003432,003433,004716,008091,008092,165526,165527",1816,98.01,"004716","信诚量化阿尔法股票"
"30507335","田钊","002646,002647,004596,006498,006499,007034",450,2.78,"004596","中科沃土沃安中短利率A"
"30358425","谭志强","001541,470028",2024,70.8,"001541","汇添富民营新动力股票"
"30705146","田志祥","004919",232,1.51,"004919","兴全兴泰定期开放债券"
"30545317","汤志彦","003165,003166,005416,005417,009230,009231,009667,009668",1316,113.29,"003165","鹏华弘嘉混合A类"
"30284714","王安良","001675,001676",1843,30.13,"001675","江信同福A"
"30164237","魏博","001306,001307,001888,004233,166011",3111,619.24,"166011","中欧盛世成长混合(LOF)A"
"30542921","陆秋渊","002398,002399,004263,006768,040011",1331,210.41,"004263","华安沪港深机会灵活配置混合"
"30679376","林青泽","002001,002021",555,73.17,"002001","华夏回报混合A"
"30564304","李瑞","001198,001318,002060,002163,400015,400020",1163,110.47,"400015","东方新能源汽车混合"
"30571267","刘瑞","000531,011470,580008",1080,105.11,"580008","东吴新产业精选股票A"
"30688675","刘锐","550015,550016",430,135.86,"550015","信诚至远A"
"30081331","刘瑞","009663,501202",199,30.04,"009663","华泰紫金科创3年封闭混合A"
"30351522","刘榕俊","002849,004223",1276,31.14,"004223","金信多策略精选灵活配置"
"30142282","刘苏","008131,008712,010104,010105,010348,260103",3195,196.74,"260103","景顺长城动力平衡混合"
"30353427","林森","000147,000148,001182,002351,002600,003839,003840,003882,003883,003961,003962",1911,249.12,"003962","易方达瑞程灵活配置混合C"
"30350672","骆帅","005206,006540,007733,007734,008854,008855,009929,009930,010062,010063,202003,202023",2095,160.26,"202023","南方优选成长混合A"
"30476652","刘思","003590,006791,007026,007027,007830,008022,501105,530028,530029,531028",1677,18.66,"501105","建信金融债8-10年(LOF)"
"30555030","李绍","007910,007911,159980",485,26.99,"159980","大成有色金属期货ETF"
"30712237","廖帅","970009,970010",166,17.04,"970010","方正证券金立方一年持有期混合C"
"30719229","卢珊","008875,008876,009581,009582",78,1.25,"008875","国寿安保尊恒利率债债券A"
"30304998","罗世锋","570001,570008",2279,419.96,"570001","诺德价值优势混合"
"30081613","李守峰","001861,011383,710002",1884,141.19,"001861","富安达健康人生混合"
"30656699","廉素君","003228,003229,519509,519510,519516",719,5.12,"519510","浦银安盛货币B"
"30717242","李少君","952013,952313",75,14.02,"952313","国君资管君得益三个月持有混合C"
"30162627","刘树坤","002220",15,0.82,"002220","南方瑞利灵活配置混合"
"30338740","李双全","000800,001449,002289,008555,010403",2145,99.56,"002289","华商改革创新股票"
"30480874","柳世庆","000408,001352,007731,007732,009706,010659,010660,010795,010796,690005",1663,226.77,"690005","民生加银内需增长混合"
"30487503","刘树荣","003718,004742,004743,004744,006263,007788,007789,007813,007814,007856,007857,009860,110019,110021,110026,159803,159901,159915,161118,161121,161123,161124,161125,510130,515110,515810",1313,102.54,"159901","易方达深证100ETF"
"30169579","刘淑生","870008,870009,872003,872014,872018,872019",932,11.71,"870009","广发平衡精选一年持有混合A"
"30692269","刘莎莎","004178,004179,008067,008068",359,2.21,"004179","圆信永丰丰润货币B"
"30466799","吕姝仪","008324,008325,008336,008337,008672,008673,213009,213909",1243,17.95,"008324","宝盈祥利稳健配置混合A"
"30414748","刘嵩扬","005816,006782,007105,008017,008207,008217,008268",232,1.89,"008017","国泰惠信三年定开债"
"30698752","李淑彦","010363,010963",113,16.63,"010363","信达澳银匠心臻选两年持有期混合"
"30038602","李涛","002749",2509,6.36,"002749","嘉实稳盛债券"
"30411932","刘田","006270,006271",1749,14.87,"006270","汇安核心成长混合A"
"30326166","李曈","000581,002917,004501,006797,006798,007529,007530,070009",2215,21.16,"000581","嘉实活钱包货币A"
"30459973","刘涛","000053,000345,003547,004499,005831,006956,007515,007956,008493,009483,009484,009920,009921,160602,160608",1730,45.97,"000345","鹏华丰融定开债"
"30550885","刘腾","004871,006243,009345,009346,010312,010487,011044,011045",1241,113.77,"006243","中银双息回报混合"
"30432282","刘通","004089,004090,004831,004832,008993,008994,470010,470011",334,15.96,"470010","汇添富多元收益债券A"
"30482569","刘田","004264,005277,005842,006219,519136,519220,519225,519226",229,2.21,"006219","海富通鼎丰定开债券"
"30709474","刘婷","007284,007285",204,1.29,"007284","工银中债1-5年进出口行A"
"30334690","李天舒","850005,850588,850599",318,36.02,"850588","海通核心优势一年持有混合A"
"30179659","刘太阳","000054,002188,004463,007987,009096,009097,009232,009233,160612,160617,206008",3092,38.51,"206008","鹏华丰盛债券"
"30681983","林唐宇","000873,000874,007180,007181,009656,009657,009786,010467",403,2.66,"000874","华安现金宝货币B"
"30131310","李巍","002124,002446,010023,010433,011138,011139,011140,011172,162720,270028,501078",3441,472.4,"270028","广发制造业精选混合A"
"30355692","吕伟","001135,560002,560003",2067,140.37,"001135","益民品质升级混合"
"30327734","李威","001490",2214,135.3,"001490","汇添富国企创新股票"
"30092910","刘威","005770",1196,15.5,"005770","信达澳银中证沪港深高股息精选"
"30531435","刘伟","002653,003580,005000,005111,005381,005382,006578,006579,006786,006787,006809,006810,006816,006817,006930,006931",1388,115.3,"003580","泰康沪港深价值优选混合"
"30564217","罗雯","005255",1123,46.98,"005255","浦银安盛港股通量化混合"
"30582559","李巍","001686,001687,005677",969,33.72,"001686","安信新动力混合A"
"30590487","李伟","005623,005624,006484,006485,007252,007253,008364,008365,008482,008483",899,8.24,"005623","广发中债1-3年农发债指数A"
"30641135","刘武","000404,007346,009808,010391,010392",801,190.9,"000404","易方达新兴成长灵活配置"
"30663863","陆威","003363,003364,003365,005828",677,4.28,"003364","长江乐享货币B"
"30674298","林暐","002490,005752,006788,006974,006975",605,17.54,"002490","金鹰元祺信用债"
"30724511","刘薇","001021,001023,002552,004063,004637,004638,004921,004922,004979,004980,005581,005582,007591,511280",24,0.18,"002552","华夏恒利定开债"
"30373412","吴国清","001209,001901,001902,002080,003167,003168,003304,003305,003360,003361,003993,004320,004321,164403",1975,131.53,"001209","前海开源一带一路混合A"
"30666048","王贵重","003053,003054,007343,160727",655,155.72,"007343","嘉实科技创新混合"
"30037948","汪晖","770001",3296,59.53,"770001","德邦优化混合"
"30050317","吴华","001170,005903,009141,009142,011431,011432,162207",2524,153.15,"162207","泰达宏利效率优选混合"
"30163518","吴昊","217012",3237,235,"217012","招商行业领先混合A"
"30382739","王浩","001808,006251",1921,97.5,"001808","银华互联网主题灵活配置混合"
"30132788","吴昊","001229,002106,004260,009071,009072,009073,009074,009432,009433",2042,83.23,"001229","德邦福鑫灵活配置混合A"
"30392767","吴昊","001596,002177,004153,004154,006209,165512,165516,550001,550003",1921,151.79,"165516","信诚周期轮动混合(LOF)"
"30131758","吴昊","001457,008009,630001",1305,161.07,"001457","华商新常态混合"
"30562709","王华","005451,005452,006055,006513,006514,006832,006833,008069,008070,008360,008807,009203,009204",1103,21.82,"005451","鹏扬双利债券A"
"30565730","王欢","000664,001157,001228,002186,002485,003275,003276,253060,253061",1149,37.88,"001157","国联安睿祺灵活配置混合"
"30582558","吴昊","006656,006657,006687,006688,007046,007570,007850,007851,007923,007924,007959,007960,008306,008307,008640,008641,010066,010067,010070,010071,159961,167301,167302,501089,510550,515360,730001,730002",969,156.27,"159961","方正富邦深证100ETF"
"30588746","王慧","006300,006301,006826,006922,007302,007644,009947",905,8.79,"006300","华宝宝丰高等级债券A"
"30659185","王浩","000972",663,1.57,"000972","新华万银策略灵活配置混合"
"30667596","吴晖","003059,004651,005991,008041,008918,501002,519937,519960,519961,519962,519963,519967,519976,519977,519989",663,75.12,"501002","长信价值优选混合"
"30702918","吴昊","002345",253,79.96,"002345","华夏高端制造混合"
"30584439","吴翰","006876",199,7.11,"006876","国投瑞银稳健养老(FOF)"
"30295734","王汉博","001758,001760,004775,160718,160722",748,34.67,"160722","嘉实惠泽混合(LOF)"
"30724469","王浩冰","011229,011230",24,4.67,"011229","创金合信数字经济主题股票A"
"30724470","汪华春","006718,006719",24,5.82,"006718","国融融盛龙头严选混合A"
"30411926","王海峰","161834,501022",1814,175.39,"501022","银华鑫盛灵活配置混合(LOF)"
"30275467","王海华","519670",2635,325.71,"519670","银河行业混合"
"30296744","王慧杰","001211,001963,002725,002920,004938,004939,006562,007535",1876,8.74,"002920","中欧短债债券A"
"30418584","王辉良","003655,005168,005770,006463",1870,10.49,"005770","信达澳银中证沪港深高股息精选"
"30673983","王海明","004493,004494,007432",516,3.22,"004494","华泰保兴货币B"
"30380770","王恒楠","005347,006267,006268",821,112.25,"006267","诺德量化核心A"
"30072249","王海青","004292,005028,009861,009862",1113,161.72,"005028","鹏华研究精选灵活配置混合"
"30674066","王海涛","860007,860018,860027,860038,860039,862001,862011,862012",427,73.02,"860007","光大阳光价值30个月混合A"
"30701142","吴慧文","970003,970004,970005",93,1.22,"970003","安信瑞鸿中短债A"
"30195070","王海燕","000814,000815,000910,000911,007092,007093,007324,007325,008229,008806,008864,008865",855,7.43,"000911","鑫元合丰纯债A"
"30284212","吴坚","002148,004225,004226,004279,004280,004772,004773,010541,010542,168002,501097",2452,173.6,"002148","国寿安保稳惠混合"
"30073898","王靖","000797,007311,007312,008669,008670,730003,730103",1744,3.87,"000797","方正富邦金小宝货币"
"30133443","王景","001749,001869,002271,004569,010018,010019,010688,010689,010996,010997,161729",3387,217.23,"001869","招商制造业混合A"
"30052841","王健","001883,001955,004236,005421,009210,009211,010678,010679,010723,010724,010947,010948,166009",3610,157.61,"004236","中欧新动力混合(LOF)C"
"30136277","魏军","008926,008927,515380,515530",3026,43.63,"515380","泰康沪深300ETF"
"30523334","王静","006801,006802",1433,75.85,"006801","前海联合科技先锋混合A"
"30587929","王健","001819,001820,001821,005712",925,13.29,"005712","兴全祥泰定期开放债券"
"30611272","武杰","004532,004533,008291,008292,515350,690008",842,58.22,"515350","民生加银沪深300ETF"
"30706463","魏建","003290,005845,008974,200009,200013,200113",225,3.04,"200013","长城积极增利债券A"
"30293769","武建刚","006877,006878",11,-1.39,"006877","天治量化核心精选混合A"
"30359247","吴江宏","000692,000762,003189,004774,004946,004947,008140,011118,011119,470018,470058,470059,470088,470089",2045,52.52,"470058","汇添富可转换债券A"
"30537515","万建军","005630",1074,201.82,"005630","华安研究精选混合"
"30679292","王佳骏","006353,008770,008990,009725,010292,169108",554,15.8,"169108","东方红均衡优选定开混合"
"30681334","王骏杰","000600,007868,007869",178,1.25,"007869","汇添富汇鑫货币B"
"30040401","王劲松","002604,003567,008213,160314",987,77.1,"160314","华夏行业混合(LOF)"
"30199401","王金祥","006556,006557",841,75.42,"006557","海富通研究精选混合A"
"30291930","吴剑毅","000326,000327,001335,001505,001566,001567,001570,001580,003476,005059,007569,009296,009297,010006,010007",2409,114.73,"000327","南方新蓝筹混合"
"30200831","王君正","000251,001043,001320,005937,005938,010088,010089,010696,011478,483003",2735,370.1,"000251","工银金融地产混合A"
"30480770","王凯","000870",1627,27.47,"000870","嘉实新收益混合"
"30633106","吴康","003316,003317,004956,004957,005611,007023,007024",817,5.7,"003317","中银证券现金管家货币B"
"30456275","王凯","009527",267,56.57,"009527","浙商汇金新兴消费混合"
"30711640","汪坤","009822,009823,010725,010726,010863,011414,011415",175,3.29,"009822","鹏华招华一年持有期混合A"
"30715848","王侃","005996,007445,008612",121,0.88,"007445","国投瑞银顺悦债券"
"30587662","温开强","000366,000642,000650,000980,005503,159005,159006,470030,470060,471060,511980,519517,519518",928,5.53,"519517","汇添富货币B"
"30061544","王克玉","001256,002808,006608,009264",3724,179.17,"001256","泓德优选成长混合"
"30073974","万莉","007701,007702,008108,008109,253050,253051",2585,4.67,"253051","国联安货币B"
"30200417","王磊","000587,003692,003693,008629,008630,008846,008847,008869,008870,009493,009494,009653,009654,009796,009797,010369,010370,011075,011076,090009,519017",2815,158.82,"090009","大成行业轮动混合"
"30396510","魏丽","000210,000211,001973,002523,003195,003196,003481,006565,010497",1753,10.3,"002523","光大恒利纯债"
"30422324","王莉","000203,000204,000351,000352,002087,002088,004120,005652,005653",1856,29.96,"002087","国富新机遇混合A"
"30040406","王立","002946,002947,090002,092002",5153,116.52,"090002","大成债券A/B"
"30519596","王琳","000367,001265,001850,001922,002055,002061,002197,003754,003755,004252,020019,020020",1487,45.56,"002197","国泰鑫策略价值混合"
"30130983","武磊","004736,004920,005369,005841,006409,006410,007075,007176,007197,007198,007949,009290,009291,100058,161019",1451,22.07,"004736","富国鼎利纯债三个月定开债"
"30339259","王亮","002649,008860,009720,690007,690009",1205,186,"690007","民生加银景气行业混合A"
"30588242","王梁","001537,002027,002533,005371,005372,010398,010399",921,88.57,"001537","中加改革红利混合"
