"uid","name","fundCodes","workDay","return","optimal","optimalName"
"30058026","黄欣","000059,006569,007300,007301,008390,008391,159848,162509,162510,257060,510170,512480,515660",3963,160.22,"162509","国联安中证100指数(LOF)"
"30072617","何翔","005021,005429,005430,010584",1306,77,"005021","渤海汇金量化汇盈混合"
"30589084","何昕","000892,001782,001844,002028,008437,008438,008441,008442",914,81.09,"001782","九泰久益混合A"
"30054932","黄兴","010515,010525",66,2.55,"010515","富国天兴回报混合A"
"30194541","黄祥斌","001866,002194,004557,004829,005376",2242,69.91,"001866","北信瑞丰新成长"
"30178998","何晓春","000309,009893,010322,233006",2536,104.86,"000309","大摩品质生活精选股票"
"30358535","郝旭东","003561,003562,007152,570005,573003",2051,141.28,"570005","诺德成长优势混合"
"30067891","何秀红","000045,000046,000074,000077,001650,002233,002997,006004,010068,010069,164808",3663,93.22,"164808","工银四季收益债券(LOF)"
"30038667","何肖颉","001008,001245,001716,001997,481001",3788,242.83,"481001","工银核心价值混合A"
"30724820","胡雪骥","000533,004545",18,0.12,"004545","永赢天天利货币"
"30280829","黄兴亮","005311,005312,008120,008121,008633,008634,161903,161914,161915",2439,199.66,"161903","万家行业优选混合(LOF)"
"30487362","黄晓鹏","001991,001992,004097,005153,660007,660107",1634,14.52,"660107","农银货币B"
"30650940","黄晓婷","002298,002299,003388,003389,003454,003455,006332,006333,009173,010507,217025,217026",763,6.64,"006332","招商金鸿债券A"
"30441407","胡昕炜","000083,005329,005330,005379,006408,008025,008026,009548,009549",1779,345.72,"000083","汇添富消费行业混合"
"30163900","黄韵","004608,004609,004885,005305,005306,007293,007294,007863,008071,519933,519949,519951,519959,519969,519971",2318,191.24,"519959","长信多利混合"
"30522485","黄玥","000596,000656,001027,002199,002495,002496,004496,004497,006712,006713,164402",1460,117.7,"002495","前海开源量化优选A"
"30585915","纪君凯","005188,005189,009004,510110,510120,519034",260,52.45,"510120","海富通上证非周期ETF"
"30510886","蒋佳良","009368,009369,519126",1350,242.81,"519126","浦银安盛新经济结构混合"
"30704230","蒋俊阳","515260,515710,517060",218,5.51,"515710","华宝中证细分食品饮料主题ETF"
"30081237","蒋科","006377",296,76.28,"006377","广发趋势动力混合"
"30165005","江科宏","000532,010350,260110",3175,105.75,"000532","景顺长城优势企业混合"
"30304733","季侃乐","340008",2280,128.05,"340008","兴全有机增长混合"
"30486543","蒋磊","005386,005387,005459,005460,006071,006086,006403,006761,007890,519610,519611,519612,519622,519632,519640,519641,519647,519660,519661,519666,519667,519669",1639,144.24,"006761","银河家盈债券"
"30540448","吉莉","000165,121003",1354,118.37,"121003","国投瑞银核心企业混合"
"30687052","江凌","006043,006044,006186,006187,006558,006559,006660,006661,006925,007199,007200,007279,007373",451,5.9,"006559","永赢通益债券C"
"30122779","蒋利娟","001477,001478,002245,002246,002546,002767,003813,004340,005523,005524,005823,005824,009285,009286",2073,57.32,"002767","泰康宏泰回报混合"
"30081338","贾丽杰","003135,620002,620004",1062,57.31,"620004","金元顺安价值增长混合"
"30141275","蒋丽丝","010617,010618",66,11.81,"010617","兴业消费精选混合A"
"30201885","纪玲云","000032,000033,001802,001803,007104,007884,009050,161131",2716,45.68,"000032","易方达信用债债券A"
"30547650","金凌志","001988,001989,005393,005394,006995,006996,007714,007715,008039,008743,008744,008771,008772,009534,009535,202108,202110",1303,15.03,"202108","南方润元纯债债券A/B"
"30591885","金猛","000414,000585,004536,007792,007793,007815,007816,008154,008155,070017,515680,515860,515870,515960",884,107.43,"070017","嘉实量化阿尔法混合"
"30495105","蒋娜","002424,009591,009592,009619,009620,050201",1605,127.4,"002424","博时文体娱乐主题混合"
"30296811","贾鹏","002307,002501,005251,005463,005464,009960,010816,180015,180025,180026,180028",2369,215.3,"002307","银华多元视野灵活配置混合"
"30478225","静鹏","000583,002723,002724",1669,28.23,"002723","江信祺福A"
"30354133","蒋璆","001800,001905,006154,009547,010792,010793,040015,160425",2076,168.8,"006154","华安制造先锋混合"
"30165290","焦庆","008518",1187,28.74,"008518","弘毅远方经济新动力混合"
"30512490","纪青","001861,007943",1527,143.09,"001861","富安达健康人生混合"
"30546820","蒋茜","001702,400032",1305,219.42,"400032","东方主题精选混合"
"30319133","蒋秋洁","000955,008546,009152,009153,009781,160133,202007",2256,115.13,"160133","南方天元新产业股票(LOF)"
"30489319","贾仁栋","000679,002416,003004",1627,124.98,"000679","招商丰利灵活配置混合A"
"30335082","荆树光","970016,970017",75,11.08,"970016","中信建投价值增长A"
"30501169","金晟哲","003434,003435,009967,050001,160505,160519",1580,133.25,"003435","博时鑫泽灵活配置混合C"
"30358426","鞠婷","000712,000713,000855,000856,000857,370010,370011",2053,14.04,"000713","上投摩根天添宝货币B"
"30542770","金拓","004008,004009,004671",1334,152.54,"004671","中融核心成长"
"30655735","贾腾","005335,006102,007178,007216,007368,007369,688888",730,102.77,"688888","浙商聚潮产业成长混合"
"30130895","焦巍","005533,009542,180012",2010,260.05,"180012","银华富裕主题混合"
"30370040","计伟","159821",1065,15.04,"159821","中银证券创业板ETF"
"30081599","季文华","009556,340007",1684,95.26,"340007","兴全社会责任混合"
"30323724","纪文静","001202,001203,001204,001309,001862,001863,001906,001945,001946,002650,002783,002784,003044,003045,003668,003669,004278",2048,88.56,"001309","东方红睿逸定期开放混合"
"30674275","季伟杰","004919,006984,009666",606,6.37,"006984","兴全恒瑞定开债券发起式"
"30675637","江文军","007738,007739,007930,007931,008587,008588,009434,009435,009583,010627",163,1.61,"009583","淳厚安裕87个月定开债"
"30197296","蒋文玲","000330,006646,006647,006772,006893,007456,007457,007458,007868,007869,009588,009589,011057,472007",2577,20.39,"000330","汇添富现金宝货币A"
"30568960","蒋雯文","000894,001164,001165,002961,002962,004283,004442,004455,004728,004729,005419,005420,005964,009648,010215,010216",1117,25.57,"004442","中欧康裕混合A"
"30073012","蒋鑫","002259,010488,010489,011471,011472,160603",1702,196.44,"002259","鹏华健康环保混合"
"30602892","景晓达","485014,485114",851,23.63,"485114","工银添颐债券A"
"30469606","金笑非","001230,501076",1702,188.36,"001230","鹏华医药科技"
"30185774","蒋秀蕾","009275,161601,161616",2585,225.15,"161616","融通医疗保健行业混合A/B"
"30180540","姜晓丽","000573,002794,005871,007128,007129,007220,007740,007741,009308,009610,009735,010043,010044,420002,420009,420102",3123,89.96,"420009","天弘安康颐养混合A"
"30457855","敬夏玺","003471,003472,005378,005722,007358,007359,008012,008013,008160,008386,008698,008699",1647,27.11,"003471","前海联合添鑫3个月开债A"
"30518330","季新星","005449,011278,011279",1364,39.52,"005449","华夏行业龙头混合"
"30565214","金耀","001220,690011",1153,189.65,"001220","民生加银研究精选混合"
"30584034","江勇","008832,010224,010657,010658,162307,510110,510120,515500,519027,519030,519032",956,98.54,"162307","海富通中证100指数(LOF)A"
"30720444","姜英","020010",64,3.97,"020010","国泰金牛创新成长混合"
"30724744","江映德","002281",19,4.98,"002281","建信裕利灵活配置混合"
"30664268","姜永明","005680,008276,009447,009950,010163,010164,010413,010414",674,149.07,"005680","财通资管价值成长混合"
"30383521","蒋一茜","006603,070012,160723",1946,111.4,"070012","嘉实海外中国股票混合"
"30660836","代望涛","006918",666,16.4,"006918","国联安安享稳健养老(FOF)"
"30692022","杜旭","003585,004151,004152,005890,005891,005892,005893",362,2.26,"005890","先锋博盈纯债A"
"30518062","杜晓安","004133,004936,004937,005537,005538,007555,007556,010493,010494",1487,45.32,"004936","中航混改精选混合A"
"30042839","杜晓海","002339,005287,005288,008610,008611,008795,008830,008831,009004,009154,009155,009156,009157,519034,519050,519062,519223,519224",1704,117.69,"519224","海富通欣荣混合A"
"30597240","狄星华","006373,006374",823,172.77,"006374","国富全球科技互联混合美元现汇"
"30432489","杜习杰","006042,007221,009143,009161",537,36.71,"009161","上投锦程养老五年混合(FOF)"
"30064759","邓欣雨","008674,050006,050019,050106,050119,160513,160514,511380",2705,47.62,"050019","博时转债增强债券A"
"30327019","杜洋","000991,006615,006616,010889,011473,164826,481004",2196,236.4,"000991","工银战略转型股票A"
"30075339","代宇","000214,000267,000268,004021,004022,004386,004387,005234,005917,006670,006869,006970,007235,007256,007396,007778,009267,162712,270029,270030,270044,270045",3487,113.45,"162712","广发聚利债券(LOF)A"
"30477712","丁玥","004944,004948,005493,005494,006193,006194",1670,70.54,"006193","鑫元核心资产A"
"30130519","邓岳","005248,007541,008184,164304,512920",1293,101.35,"512920","新华MSCI中国A股国际ETF"
"30580635","代毅","000354,000598,001239,510081",991,74.88,"000598","长盛生态环境混合"
"30688173","杜宇","180031",437,63.84,"180031","银华中小盘混合"
"30712249","丁尧","000916,001162,001638,001765,001770",169,15.44,"000916","前海开源股息率100强股票"
"30586607","丁杨","501080",71,22.09,"501080","中金科创主题3年封闭混合"
"30557597","代云锋","000124,000601,010114",1222,144.2,"000601","华宝创新优选混合"
"30071232","董元星","460008,460108",3118,41.52,"460008","华泰柏瑞稳健收益债券A"
"30573348","邓宇翔","004788,004789,004794,004795,005164,005165",1058,178.44,"004788","富荣沪深300指数增强A"
"30198442","董阳阳","000001,002411,002459,002460,008212,160324",2903,117.81,"160324","华夏磐晟混合(LOF)"
"30708475","董治国","000690,004098",212,32.22,"000690","前海开源大海洋混合"
"30702097","邓子威","002894,002895,004056,004251,511650",261,1.73,"004251","华夏惠利货币B"
"30575994","杜振业","002146,002147,005588,005592",1034,32.06,"002146","长安鑫益增强混合A"
"30525551","FAN BING(范冰)","000307,002963,003321,003322,003323,003718,003719,003720,003721,003722,006327,006328,006329,006330,006704,006705,159934,161125,161126,161127,161128,161129,161130,512090,513000,513050,513090",1428,147.87,"003721","易标普信息科技美元汇"
"30324733","付斌","006364,006365,008075,008076,008655,008656,009864,009865,010166,010417,217005",2229,206.88,"217005","招商先锋混合"
"30197255","冯彬","002254,002255,002996,005069,006047,006174,008176,519944,519945,519947,519955,519972,519973",1216,7.07,"006174","长信稳裕三个月定开债"
"30056227","冯波","005875,008286,010198,010849,110015",4069,407.09,"110015","易方达行业领先混合"
"30584274","方昶","002714,003280,004100,004388,011073,011074,206003,206004",953,26.75,"206003","鹏华信用增利债券A"
"30710133","冯骋","005310,010236",197,16.51,"010236","广发电子信息传媒股票C"
"30389782","丰晨成","006098,007531,162413,240016,510030,512000",1926,66.99,"510030","华宝上证180价值ETF"
"30722030","冯帆","180015",53,2.92,"180015","银华增强收益债券"
"30072305","范贵龙","001068,001797",2138,27.6,"001068","华融新锐灵活配置混合"
"30687282","范刚强","002756,002757,002994,002995,003448,003449,003618,003619",448,4.36,"003448","招商招华纯债A"
"30542007","冯国生","870008,872003,872014",478,4.91,"870008","广发乾利一年持有期债券A"
"30036319","付浩","161131",4699,18.26,"161131","易方达战略配售(LOF)"
"30200535","傅浩","001141,001142,001418,002273,004001,004002,005315,005316,006099,007641,007642,009814,009815,010845",1447,61.35,"001141","泰达宏利创盈混合A"
"30114331","方晗","160722",1179,66.93,"160722","嘉实惠泽混合(LOF)"
"30638854","冯汉杰","005775,005776,008356,009164,009165,009242,009243",808,130.6,"005775","中加转型动力混合A"
"30521976","付海宁","002156,002157,080001,080002",1222,32.09,"080002","长盛创新先锋混合"
"30275367","范静","000372,000539,000699,007566,007708,007709",2636,50.77,"000372","中银惠利半年定开债"
"30161286","付娟","011488,310358",3127,20.08,"310358","申万菱信新经济混合"
"30553050","范洁","001875,001972,002662,002663,005453,005454,005505,005506",1264,279.45,"001875","前海开源沪港深优势精选混合"
"30421230","方建","005119",976,149.49,"005119","银华智荟内在价值灵活配置"
"30715567","冯佳","003841,006812",128,0.68,"006812","大成惠福债券"
"30584529","房建威","001412,002112,006167,006168,009574,009575,770001",950,98.62,"006167","德邦乐享生活混合A"
"30506428","傅峤钰","001575,001937,003525,007452,007453,008406,008582",971,6.94,"001937","兴银现金增利货币"
"30296357","方抗","001235,002195,005610,006331,007566,007712,008202,008203,008663,163802,163806,163820",2378,46.24,"163806","中银增利债券"
"30427861","范琨","161611",1842,61.08,"161611","融通内需驱动混合"
"30725212","樊可","008518",12,2.2,"008518","弘毅远方经济新动力混合"
"30165669","方磊","001149,002334,002335,009658,009775,540012",3125,239.94,"540012","汇丰晋信恒生龙头指数A"
"30485361","范磊","003601,003602,008991,008992,009543,009544,310508,310518",1520,58.01,"310518","申万菱信可转债债券"
"30681333","胡奕","001796,001801,001816,002158,002164,002165,003189,004687,004688,004774,004946,004947,470058,470059,501039,501040,501041,501042",234,38.93,"001801","汇添富达欣混合A"
"30717523","何媛","003749,003750,006906,009454,009455,009768,009769,011444,011445",96,13.45,"009454","创金合信汇融一年定开混合A"
"30725077","黄岳","006756,006757,159828,512290",15,2.2,"159828","国泰中证医疗ETF"
"30395964","胡宜斌","001071,006879,007460,501073",1913,155.74,"001071","华安媒体互联网混合"
"30570997","韩阅川","001249,001285,001286,001314,001315,001342,001343,001433,001441,001442,001443,001444,001562,001747,001748,001806,001807,001817,001818,001835,001836,002602,003133,003134,005955,005956,006013,006014,009215,009216,009689,009690",605,48.89,"001314","易方达新益混合I"
"30681681","洪阳玚","000058,000417,001157,007701,007702,008108,008109,008879,253050,253051",534,7.51,"000058","国联安安泰灵活配置混合"
"30567966","胡宇飞","005612,010041,010042",1115,124.19,"005612","嘉实核心优势股票发起式"
"30136148","黄耀锋","006259,006260",666,116.07,"006259","添富红利增长混合A"
"30350035","何以广","005738,006769,010284,010285,010410,010411,010602,200007,200012",2097,162.09,"005738","长城智能产业灵活配置混合"
"30350050","黄莹洁","002889,002890,003042,003043,003968,003969,006793,006794,008204,008205,519717,519746,519748,519782,519783,519784,519785",2096,124.39,"519746","交银丰享收益债券A"
"30724301","胡永杰","000273,000646,000835,004891,004892,004928,004929,007632,007827,010573",26,9.14,"000646","华润元大量化优选混合A"
"30585791","黄艺明","005855,005856",939,128.11,"005855","中科沃土沃瑞混合A"
"30140597","胡永青","001756,009089,009294,009558,009559,009599,009820,009821,070020",3211,52.37,"001756","嘉实策略优选混合"
"30719215","胡攸乔","519171",79,29.51,"519171","浦银安盛医疗健康混合"
"30563848","胡尧盛","001662,009733,009734",1166,85.6,"001662","创金合信沪港深精选混合"
"30711322","黄友文","008185",178,21.18,"008185","诺安研究优选混合"
"30692663","胡银玉","008978",325,97.17,"008978","银华长丰混合发起式"
"30660329","何移直","006575,007643,010323",666,33.01,"006575","华安养老2030三年(FOF)"
"30582928","贺喆","000866,001967",964,123.69,"000866","华宝制造股票"
"30585661","黄稚","165511,165519,165520,165522,165523,165524,165525",941,94.97,"165520","信诚中证800有色指数(LOF)"
"30646945","洪志","004750,004751,005234,005647,005745,006137,006378,006552",772,20.48,"004750","广发鑫和灵活配置混合A"
"30682742","黄钟","005014,005015,005172",516,37.64,"005014","泰康景泰回报混合A"
"30040245","胡振仓","000137,000138,001785,004124,005951,005952,007736,008756,008825,009295,166902,166903,690012",4315,20.1,"000137","民生加银岁岁增利债券A"
"30061107","华志贵","003179,006626,006627,007212,009567",3529,17.31,"003179","山西裕利定开债"
"30352245","韩哲昊","000300,000301,002704,002705",1949,0.57,"000301","德邦德利货币B"
"30725072","何智豪","004606,005051,005052,005120,008944,008945,370023",15,5.45,"005120","上投摩根量化多因子混合"
"30658325","何子建","000187,000188,007867,008524,008525,008649,010060,010061",705,6.24,"000187","华泰柏瑞丰盛纯债债券A"
"30364709","胡志利","001496,002594,007353,487021",2013,165.69,"487021","工银优质精选混合"
"30705174","胡智磊","003457,003515,005253,006116,006596,006597,006598,007331,008206,008278,008414,008496,008921,009444,020007,020031,020032,511620",232,1.98,"008921","国泰聚鑫纯债债券"
"30053610","胡志伟","005674,011078",2170,29.7,"005674","诺德消费升级混合"
"30505450","黄志翔","003517,003696,004101,006037,006340,006475,006725,006762,006795,006941,006955,006994,007214,007278,007532,007871",1566,19.44,"003696","国泰润鑫定开债发起式"
"30658289","胡中原","001448,003403,003598,004206,007210,007509,008489,008490,008721,010976,630012,630112",704,80.68,"003598","华商润丰灵活配置混合A"
"30379365","何之渊","007493,007494,007880,007881",604,123.77,"007493","朱雀产业臻选混合A"
"30564218","IKEDA KAE","005255,006555",1123,69,"006555","浦银安盛全球智能科技(QDII)"
"30167070","姜诚","006567,006624,007549,010728,010729,011437",1416,100.48,"006567","中泰星元灵活配置混合"
"30572208","焦翠","004585,004586,004614,004615,005039,005040,005664,005665,006059,006060,006513,006514",1072,46.47,"005039","鹏扬景兴混合A"
"30273078","贾成东","000746,003416,007952,008261,008262,009601,009602,010341,010342,161706",2211,279.19,"000746","招商行业精选股票基金"
"30676878","季参平","000710,002918,003482,003483,006367,006368,009315,009316,519588,519589,519762,519763",575,4.11,"003483","交银天鑫宝货币E"
"30301031","季峰","000826,000827,001734,001735",2314,113.62,"000826","广发百发100指数A"
"30079448","姜锋","000547,001166,165313,501098",3511,439.5,"000547","建信健康民生混合"
"30695721","江峰","165531",312,26.12,"165531","信诚多策略灵活配置混合"
"30301046","金昉毅","002305,002772,003069,003070,007499,011231,011232,360001,360007",1908,96.29,"003069","光大创业板量化优选A"
"30581811","景辉","005350,007920,008937,009906,010440,573003",974,11,"573003","诺德增强收益债券"
"30648051","姜华","005217,005925,005926,011189",772,44.1,"005925","建信福泽裕泰混合(FOF)A"
"30597899","蒋华安","006295,007650,007651,009335",843,65.11,"006295","工银养老2035(FOF)"
"30358177","季慧娟","001232,001233,006422,006423,007141,007142,007332,007333,008905,008906,009673,009674,010516,010517",2054,44.39,"007141","嘉合稳健增长混合A"
"30551983","金宏伟","001910,002934,002935,005823,005824,009490",1272,96.89,"001910","泰康新机遇混合"
"30201149","经惠云","004859,007145,007417,007418,007600,007836,008700,009343,009344",1919,22.21,"004859","泰康年年红纯债一年债券"
"30722032","JINYA","006298",51,2.82,"006298","广发稳健养老(FOF)"
"30674106","江俊晨","006537",130,31.36,"006537","恒生前海港股通精选混合"
"30519612","林晶","002011,002031,002980,009697,009698,010016,010017,010333,010334,160325",1478,168.58,"002980","华夏创新前沿股票"
"30475143","林静","008543,008544,673071,673073,673081,673083,673120,675011,675013",1423,120.7,"673120","西部利得新富混合"
"30563849","李俊","000948,002231,002232,002833,002834,005734,007992,007993,008086,008087,008088,008089,008298,008299,008585,008586,510650,513660,515010,515020,515030,515050,515060,515070,516500",1167,85.62,"002833","华夏新锦绣混合A"
"30565385","李君","000310,000335,001316,001338,001710,001711,003395,009100,009101,009849,010661,167504,167505",1152,25.01,"001316","安信稳健增值混合A"
"30568961","罗捷","005632,005870,008622,008623,010366,159813,160635,515690",1116,81.2,"005870","鹏华沪深300指数增强"
"30583688","李佳","050008",962,58.11,"050008","博时第三产业混合"
"30657883","刘骥","004180,004181,006913,006914,008039",708,6.42,"006913","南方华元A"
"30662868","刘疆","001613,002296,002703",682,70.16,"001613","长城久祥混合"
"30298032","李竞","008985,010225,910022",341,120.89,"008985","东方红启东三年持有混合"
"30699227","李洁","000434,000903,002421,002422,003264,003267,004567,005148,008808,009099",284,3.99,"002421","新华增强债券A"
"30564685","刘婧","009606,009607,163005,163007,519972,519973",226,10.85,"009606","长信稳健精选混合A"
"30719504","骆尖","006123,006124",75,18.97,"006123","中融高股息混合A"
"30040277","李家春","004607,004651,005991,009606,009607,519960,519961,519962,519963,519967,519976,519977,519989",4221,99.08,"519961","长信利广混合A"
"30322943","李佳存","000960,001628,009360,009361",2213,260.6,"000960","招商医药健康产业股票"
"30352787","李金灿","001812,003879,003880,004356,006468,006797,006798,007319,007320,007529,007530,007696,070008,070009,070088,519808,519809",2083,19.27,"070009","嘉实超短债债券"
"30612130","陆靖昶","006298,007249,007250,007668,007904,008609,009322",788,62.66,"009322","广发锐意进取3个月持有混合(FOF)C"
"30079589","李聚华","860010,860028,860029",332,8.26,"860028","光大阳光对冲6个月混合B"
"30710579","刘金辉","004616,005763,501208",190,16.35,"004616","中欧电子信息产业沪港深股票A"
"30582929","刘晋晋","006400",947,NaN,"",""
"30704421","李俊江","002234,002235,290001",236,1.48,"002234","泰信天天收益货币B"
"30706464","梁静静","000878,000879",224,14.85,"000878","中海医药健康产业精选混合A"
"30483469","李佳亮","000844,001421,002906,002907,008056,008057",1660,69.22,"008056","南方上证50增强A"
"30675033","罗佳明","002685,002686",599,89.64,"002685","中欧丰泓沪港深混合A"
"30548027","李继民","008033,008034",44,1.54,"008033","中加科盈混合A"
"30354709","劳杰男","006259,006260,006696,009550,009551,501206,519069",2052,157.74,"519069","汇添富价值精选混合A"
"30590725","罗军妮","002324,002325,007521",897,1.46,"002325","南方日添益E"
"30576621","刘俊清","005226,515570",1024,68.87,"005226","山西改革精选灵活配置混合"
"30683720","刘洁倩","512970,516180,516760",498,63.85,"512970","平安粤港澳大湾区ETF"
"30358022","栾江伟","003822,003823,007468,007469,008347,008348,010090,010091",1821,115.96,"003822","中信建投轮换混合A"
"30167602","李健伟","000241,001075,010383,010384,213006",1487,110.63,"213006","宝盈核心优势混合A"
"30543135","吕佳玮","004640",1289,125.46,"004640","华夏节能环保股票"
"30640109","李锦文","004357,005810,005811,006921,011220,011221",806,230.29,"004357","南方智慧混合"
"30640536","刘健维","006533,110029",589,115.11,"110029","易方达科讯混合"
"30342413","林景艺","001277,004495,005635,005636,005960,005961",2103,63.06,"005635","博时量化多策略股票A"
"30070812","刘建岩","008937,573003",2962,1.76,"573003","诺德增强收益债券"
"30437752","刘珈吟","001539,004488,005229,005727,005998,005999,006614,007792,007793,009179,009180,070023,070030,159910,159918,159951,501311,512550,512600,512610,512640,515680",1794,349.53,"512600","嘉实中证主要消费ETF"
"30711019","雷嘉源","001696,009681,009682",183,22.25,"009681","南方创新精选一年定开混合A"
"30335798","李康","000613,001241,008898,008899,009244,009245,159804,168001,510380,510560,517300",2164,57.28,"000613","国寿安保沪深300ETF联接"
"30571500","刘克飞","001781,005259,530019",1082,153,"005259","建信龙头企业股票"
"30081482","林开盛","000986,007107,007108,009537,009538",1383,72.04,"000986","太平灵活配置"
"30060121","李坤元","009853,009854,009855,009856,010176,010177",3298,43.84,"009853","中加优势企业混合A"
"30349047","刘开运","008110,008136,009531,010764,168101,168102,168103,168104,168108,168111",2046,180.4,"168101","九泰锐智事件驱动混合(LOF)"
"30516949","李可颖","000905,004776",1505,15.12,"000905","鹏华安盈宝货币"
"30118279","林渌","000058,000417,004131,004132",610,39.6,"004131","国联安鑫发混合A"
"30678135","刘亮","519987",563,128.43,"519987","长信恒利优势混合"
"30711639","柳黎","008811",175,34.97,"008811","鹏华科技创新混合"
"30133066","林鲁东","870017",466,62.77,"870017","广发资管消费精选灵活配置混合"
"30438690","林乐峰","001667,003295,004517,006585,006586,008209,008210,008513,008514,202009,202101",1788,135.88,"202009","南方盛元红利混合"
"30715573","赖礼辉","001756,003187,003458,003459,007879",124,5.98,"001756","嘉实策略优选混合"
"30194665","刘丽娟","004372,004373,210012,210013,511770",2040,19.46,"210013","金鹰货币B"
"30379614","罗国庆","004752,004753,004854,004855,004856,004857,005063,005064,006486,006487,007135,007136,009472,009881,159801,162714,502056,512910,512980,515120",1957,120.94,"162714","广发深证100指数(LOF)A"
"30201494","刘格菘","002132,002939,003745,005911,008638,008903,009132,009314,162703",2503,319.5,"005911","广发双擎升级混合A"
"30142052","刘荟","007423,007424,008541,008542,673010,673090,673141,673143",1874,98.26,"673090","西部利得个股精选股票"
"30079581","梁浩","005028,008811,009861,009862,010264,010265,010894,010895,206009",3509,408.66,"206009","鹏华新兴产业混合"
"30070040","刘辉","000073,377020",3266,179.58,"000073","上投摩根成长动力混合"
"30467905","李海","005970,020018,519020,519022",1718,142.98,"020018","国泰金鹿混合"
"30487150","刘辉","000439,000540,001621,008637,008642,008643",1636,13.09,"000540","国金金腾通货币A"
"30519713","李恒","003593,008174,008175,010446,020005",1486,215.81,"020005","国泰金马稳健混合"
"30524761","林昊","001324,003144,003154,006300,006301,007957,009756,009757,162414",1436,61.1,"003154","华宝新活力混合"
"30524731","刘辉","009394,161810,161838,180020",1438,112.64,"161810","银华内需精选混合(LOF)"
"30130644","梁皓","000541,002669,004895,010550",1305,211.04,"000541","华商创新成长混合发起式"
"30685891","林皓","005855,005856",470,93.92,"005855","中科沃土沃瑞混合A"
"30574203","罗昊","900029,900030",274,64.35,"900029","中信证券量化优选A"
"30708923","刘昊","001273,001274,001352,002449,004254,004255,004256,007088,010461,010564,010856,010921",208,15.52,"002449","民生加银量化中国混合"
"30194214","廖瀚博","000977,002542,010049,010050",1080,170.17,"000977","长城环保主题混合"
"30718038","刘瀚驰","004978",92,1.23,"004978","富国聚利三个月定开债"
"30132405","楼华锋","004250,005053,005126,006128,007275,007276,501307,501308,519677",1872,82.11,"004250","银河量化优选混合"
"30722832","廖欢欢","006366",47,7.43,"006366","兴业安保优选混合"
"30067487","林洪钧","000497,003204,003205,003542,005854,007554,007756,008678,008746,720002,720003",2476,36.6,"720003","财通收益增强债券A"
"30054768","吕慧建","001398,008526,008527,460007",4111,322.41,"460007","华泰柏瑞行业领先混合"
"30706223","鲁衡军","007132",226,23.58,"007132","长城港股通混合"
"30716735","李华建","001749,002103",109,7.2,"002103","招商康泰灵活配置混合"
"30599985","罗皓亮","004050,004051,160311",863,48.07,"004050","华夏新锦升混合A"
"30282939","李铧汶","007652",1924,22.97,"007652","华夏稳健养老一年(FOF)"
"30689061","李汉楠","002476,002477,009144,009145,009271,009272,009356,009357",425,7.58,"009144","博时荣升稳健添利混合A"
"30282187","李慧鹏","006151,006842,007149,007150,007655,007656,007790,007791,008080,008122,008123,160131,160134",2310,7.27,"006151","南方交元债券"
"30162669","李化松","001297,007082,007083,008949,008950,009008,009009,009661,009662,009878,009879,010242,010243,011392,501099",1737,188.98,"001297","平安智慧中国混合"
"30524724","骆海涛","001571,001572,005090,005091,006992,007613",1166,128.87,"005090","嘉合睿金混合发起式A"
"30645926","李海涛","007184,007185,007218,007219,007676,007677,008035,008036,008465,008466,008566,008567,009252,009253,009254,010084,010085",584,5.09,"007218","蜂巢添幂中短债A"
"30201219","黎海威","000311,000978,001974,005258,005457,006106,006682,008072,008851,009992",2671,271.27,"000311","景顺长城沪深300指数增强"
"30053299","梁洪昀","004668,004669,005829,005830,009208,165309,165310,512180,530018",4125,200.9,"530018","建信深证100指数增强"
"30446055","陆海燕","008618,008619",1598,17.42,"008618","永赢医药健康A"
"30560442","刘宏毅","000522,004891,004892,004928,004929,004930,004931,004976,004977,009882,009883",1129,146.4,"000522","华润元大信息传媒科技混合"
"30591022","楼慧源","004075,009618",892,239.27,"004075","交银医药创新股票"
"30272430","李会忠","004942,004943,007533,007534,009916,009917,009940,009941",2160,57.53,"004942","格林伯元灵活配置A"
"30282114","李君","001122,001123,001190,001191,002018,002019,002643,005416,005417,007681,011052,011053,501076",2942,67.98,"501076","鹏华科创3年封闭混合"
"30040309","刘静","000932,000933,001870,001871,002690,002691,003218,003219,004210,005720,005721,006145,006146",3772,64.68,"000932","前海开源睿远稳健增利混合A"
"30351211","刘江","001417,004877,004878,004879,007355,007356,010045,010219,010480,010481,010599,011259,501188",2074,144.22,"007355","汇添富科技创新混合A"
"30040293","梁钧","002688,002689,004708,004709,008815,008816",2255,23,"002688","红塔红土长益定开债A"
"30309957","雷俊","000030,001879,001880,006048,006912,006926,006928,007413,007903,010000,011463,200002",1865,194.06,"001879","长城创业板指数增强A"
"30050008","柳军","001214,006087,006131,006286,006293,007466,007467,008399,008400,011610,011611,460300,510300,510880,512510,512520,512890,515580,588090",4279,164.39,"460300","华泰柏瑞沪深300ETF联接A"
"30170849","李杰","004888,004889,005679,005731,006360,006361,006542,006543,007913,007914,007915,007916,009942",2966,9.62,"006360","财通鸿益中短债债券A"
"30335309","刘杰","290004",2167,37.33,"290004","泰信优质生活混合"
